,product_name,product_link,ingredient_name
458,ASDA Lightly Salted Tortilla Chips 180g,https://groceries.asda.com/product/tortilla-chips-dips/asda-lightly-salted-tortilla-chips-180-g/1000003092476,Salt
459,ASDA 2 in 1 Sea Salt and Fennel Extract Shower Gel for Men,https://groceries.asda.com/product/shower-gel-body-wash/asda-2-in-1-sea-salt-and-fennel-extract-shower-gel-for-men/1000138674311,Salt
460,ASDA Ready Salted Crisps 6 x 25g (150g),https://groceries.asda.com/product/small-multipack-crisps-4-8-packs/asda-ready-salted-crisps-6-x-25-g-150-g/910000292752,Salt
461,KTC Butter Beans in Salted Water 400g,https://groceries.asda.com/product/asian-lentils-pulses/ktc-butter-beans-in-salted-water-400-g/1000383167066,Salt
462,ASDA Ready Salted Potato Loops Multipack Crisps,https://groceries.asda.com/product/small-multipack-crisps-4-8-packs/asda-ready-salted-potato-loops-multipack-crisps/1000012735090,Salt
463,Cadbury Dairy Milk Fingers Salted Caramel Flavour,https://groceries.asda.com/product/chocolate-biscuits/cadbury-dairy-milk-fingers-salted-caramel-flavour/1000383160221,Salt
464,JUST ESSENTIALS by ASDA 6 Pack Ready Salted Crisps,https://groceries.asda.com/product/small-multipack-crisps-4-8-packs/just-essentials-by-asda-6-pack-ready-salted-crisps/1000383111213,Salt
465,Indus Black Pepper Ground,https://groceries.asda.com/product/salt-pepper/indus-black-pepper-ground/1000383160334,Salt
466,ASDA Black Pepper and Sea Salt Oven Baked Croutons,https://groceries.asda.com/product/salad-dressings-croutons/asda-black-pepper-and-sea-salt-oven-baked-croutons/910003092530,Salt
467,Cadbury Delights Soft Nougat Salted Caramel Bars 5 x 22g (110g),https://groceries.asda.com/product/multipack-chocolate/cadbury-delights-soft-nougat-salted-caramel-bars-5-x-22-g-110-g/1000383157468,Salt
468,La Drogheria Mediterranean Sea Salt Mill 90g,https://groceries.asda.com/product/salt-pepper/la-drogheria-mediterranean-sea-salt-mill-90-g/1000383226526,Salt
469,ASDA Green Pepper,https://groceries.asda.com/product/tomatoes-peppers/asda-green-pepper/1000070571779,Pepper
470,ASDA Extra Special Baby Peppers,https://groceries.asda.com/product/tomatoes-peppers/asda-extra-special-baby-peppers/1000310701809,Pepper
471,ASDA Extra Special Sweet Pointed Peppers (colours may vary),https://groceries.asda.com/product/tomatoes-peppers/asda-extra-special-sweet-pointed-peppers-colours-may-vary/41692,Pepper
472,ASDA Organic Peppers (Colour may vary),https://groceries.asda.com/product/tomatoes-peppers/asda-organic-peppers-colour-may-vary/38005,Pepper
473,Tabasco Original Red Pepper Hot Sauce,https://groceries.asda.com/product/hot-chilli-sauces/tabasco-original-red-pepper-hot-sauce/19297,Pepper
474,ASDA Red Pepper,https://groceries.asda.com/product/tomatoes-peppers/asda-red-pepper/18394014,Pepper
475,Ben's Original Mixed Pepper Microwave Rice,https://groceries.asda.com/product/flavoured-microwave-rice/bens-original-mixed-pepper-microwave-rice/1000383175241,Pepper
476,ASDA Orange Pepper,https://groceries.asda.com/product/tomatoes-peppers/asda-orange-pepper/18394016,Pepper
477,Schwartz Black Pepper Ground,https://groceries.asda.com/product/salt-pepper/schwartz-black-pepper-ground/19272,Pepper
478,ASDA Yellow Pepper,https://groceries.asda.com/product/tomatoes-peppers/asda-yellow-pepper/18394018,Pepper
479,Schwartz Adjustable Grinder Black Peppercorns,https://groceries.asda.com/product/salt-pepper/schwartz-adjustable-grinder-black-peppercorns/910001124268,Pepper
480,COOK by ASDA Sliced Mixed Peppers 600g,https://groceries.asda.com/product/vegetables/cook-by-asda-sliced-mixed-peppers-600-g/910002344967,Pepper
481,ASDA Crunchy & Flavoursome Peppers (Colour may vary),https://groceries.asda.com/product/tomatoes-peppers/asda-crunchy-flavoursome-peppers-colour-may-vary/910000841396,Pepper
482,COOK by ASDA Coarse Ground Black Pepper,https://groceries.asda.com/product/salt-pepper/cook-by-asda-coarse-ground-black-pepper/910002365242,Pepper
483,ASDA Mild & Subtle Padron Peppers,https://groceries.asda.com/product/chillies-spices/asda-mild-subtle-padron-peppers/910002084110,Pepper
484,COOK by ASDA Ground Black Pepper,https://groceries.asda.com/product/salt-pepper/cook-by-asda-ground-black-pepper/414488,Pepper
485,ASDA Crunchy & Fragrant Vine Ripened Tomatoes,https://groceries.asda.com/product/tomatoes-peppers/asda-crunchy-fragrant-vine-ripened-tomatoes/910003087237,Pepper
486,Saxa Ground Black Pepper,https://groceries.asda.com/product/salt-pepper/saxa-ground-black-pepper/1696955,Pepper
487,JUST ESSENTIALS by ASDA Mixed Peppers (Colour may vary),https://groceries.asda.com/product/tomatoes-peppers/just-essentials-by-asda-mixed-peppers-colour-may-vary/910003187659,Pepper
488,COOK by ASDA Ground Black Pepper,https://groceries.asda.com/product/salt-pepper/cook-by-asda-ground-black-pepper/37007,Pepper
489,Saxa Ground White Pepper,https://groceries.asda.com/product/salt-pepper/saxa-ground-white-pepper/1696956,Pepper
490,JUST ESSENTIALS by ASDA Cooking Peppers (Colour may vary),https://groceries.asda.com/product/tomatoes-peppers/just-essentials-by-asda-cooking-peppers-colour-may-vary/1000371550333,Pepper
491,COOK by ASDA Whole Black Peppercorns,https://groceries.asda.com/product/salt-pepper/cook-by-asda-whole-black-peppercorns/23480,Pepper
492,Aleyna Roasted Red Peppers,https://groceries.asda.com/product/nachos-dips/aleyna-roasted-red-peppers/910000338723,Pepper
493,ASDA Sweet & Balanced Salad Tomatoes,https://groceries.asda.com/product/tomatoes-peppers/asda-sweet-balanced-salad-tomatoes/393295,Pepper
494,ASDA Vine Ripened Cherry Tomatoes,https://groceries.asda.com/product/tomatoes-peppers/asda-vine-ripened-cherry-tomatoes/1000182530925,Pepper
495,COOK by ASDA Whole Black Peppercorn Grinder,https://groceries.asda.com/product/salt-pepper/cook-by-asda-whole-black-peppercorn-grinder/57704791,Pepper
496,ASDA Sweet & Fruity Baby Plum Tomatoes 300g,https://groceries.asda.com/product/tomatoes-peppers/asda-sweet-fruity-baby-plum-tomatoes-300-g/1000383202879,Pepper
497,Schwartz Coarse Black Pepper,https://groceries.asda.com/product/salt-pepper/schwartz-coarse-black-pepper/19270,Pepper
498,ASDA Extra Special Aromatico Tomatoes,https://groceries.asda.com/product/tomatoes-peppers/asda-extra-special-aromatico-tomatoes/1000311822880,Pepper
499,COOK by ASDA Whole Black Peppercorns,https://groceries.asda.com/product/salt-pepper/cook-by-asda-whole-black-peppercorns/910002369433,Pepper
500,ASDA Extra Special Hand Picked Aromatico Tomatoes,https://groceries.asda.com/product/tomatoes-peppers/asda-extra-special-hand-picked-aromatico-tomatoes/1000304027831,Pepper
501,ASDA Crunchy & Juicy Cherry Tomatoes 300g,https://groceries.asda.com/product/tomatoes-peppers/asda-crunchy-juicy-cherry-tomatoes-300-g/1000383202867,Pepper
502,ASDA Warm & Fruity Red Chillies,https://groceries.asda.com/product/chillies-spices/asda-warm-fruity-red-chillies/910001618078,Pepper
503,Old El Paso Mexican Roasted Tomato & Pepper Fajita Seasoning Mix,https://groceries.asda.com/product/mexican-meal-kits/old-el-paso-mexican-roasted-tomato-pepper-fajita-seasoning-mix/910000050130,Pepper
504,COOK by ASDA Rainbow Peppercorn Grinder,https://groceries.asda.com/product/salt-pepper/cook-by-asda-rainbow-peppercorn-grinder/910002518041,Pepper
505,ASDA Table Salt 750g,https://groceries.asda.com/product/salt-pepper/asda-table-salt-750-g/19231,Pepper
506,ASDA Extra Special Vine Ripened Tomatoes,https://groceries.asda.com/product/tomatoes-peppers/asda-extra-special-vine-ripened-tomatoes/26962,Pepper
507,ASDA Warm & Fruity Mixed Chillies,https://groceries.asda.com/product/chillies-spices/asda-warm-fruity-mixed-chillies/910001618429,Pepper
508,ASDA Ricotta & Red Pepper Pesto,https://groceries.asda.com/product/pesto/asda-ricotta-red-pepper-pesto/910000418780,Pepper
509,Melis Roasted Red Peppers,https://groceries.asda.com/product/olives-antipasti/melis-roasted-red-peppers/910000388503,Pepper
510,ASDA Beef Tomato,https://groceries.asda.com/product/tomatoes-peppers/asda-beef-tomato/910003088739,Pepper
511,COOK by ASDA Sea Salt,https://groceries.asda.com/product/salt-pepper/cook-by-asda-sea-salt/910001652240,Pepper
512,Peppadew Sweet Piquanté Peppers Mild Whole,https://groceries.asda.com/product/olives-antipasti-pizza-bases/peppadew-sweet-piquante-peppers-mild-whole/1000290068148,Pepper
513,ASDA Cook Ground White Pepper 105g,https://groceries.asda.com/product/salt-pepper/asda-cook-ground-white-pepper-105-g/1000383155193,Pepper
514,ASDA Fiery & Fruity Scotch Bonnet Chillies,https://groceries.asda.com/product/chillies-spices/asda-fiery-fruity-scotch-bonnet-chillies/77706360,Pepper
515,ASDA Hot & Fiery Bird Eye Chillies,https://groceries.asda.com/product/chillies-spices/asda-hot-fiery-bird-eye-chillies/402281,Pepper
516,ASDA Hot & Fragrant Thin Chillies,https://groceries.asda.com/product/chillies-spices/asda-hot-fragrant-thin-chillies/1398367,Pepper
517,ASDA Chopped Tomatoes with Chilli & Peppers,https://groceries.asda.com/product/tinned-tomatoes/asda-chopped-tomatoes-with-chilli-peppers/910002748893,Pepper
518,Dolmio Sweet Pepper Stir in Sauce,https://groceries.asda.com/product/tomato-pasta-sauces/dolmio-sweet-pepper-stir-in-sauce/20798,Pepper
519,Indus Black Pepper Ground,https://groceries.asda.com/product/salt-pepper/indus-black-pepper-ground/1000383160334,Pepper
520,Schwartz Creamy Pepper Sauce Mix,https://groceries.asda.com/product/pour-over-sauces/schwartz-creamy-pepper-sauce-mix/28453,Pepper
521,COOK by ASDA Cayenne Chilli Pepper,https://groceries.asda.com/product/spices/cook-by-asda-cayenne-chilli-pepper/23493,Pepper
522,ASDA Stuffed Peppers with Cream Cheese,https://groceries.asda.com/product/tapas-antipasti/asda-stuffed-peppers-with-cream-cheese/910003043896,Pepper
523,COOK by ASDA Sea Salt Grinder,https://groceries.asda.com/product/salt-pepper/cook-by-asda-sea-salt-grinder/910001652762,Pepper
524,ASDA German Style Peppered Salami,https://groceries.asda.com/product/ham-pork-slices/asda-german-style-peppered-salami/1000383118613,Pepper
525,Colman's Salt & Pepper Chicken Recipe Mix,https://groceries.asda.com/product/recipe-mixes/colmans-salt-pepper-chicken-recipe-mix/1000383113120,Pepper
526,Young's Gastro Signature Breaded 2 Lemon & Pepper Fish Fillets,https://groceries.asda.com/product/battered-breaded-fish/youngs-gastro-signature-breaded-2-lemon-pepper-fish-fillets/1000207689279,Pepper
527,George Home Salt and Pepper Set,https://groceries.asda.com/product/serveware-tableware/george-home-salt-and-pepper-set/1000383170295,Pepper
528,ASDA Chargrilled Mixed Peppers 285g,https://groceries.asda.com/product/olives-antipasti-pizza-bases/asda-chargrilled-mixed-peppers-285-g/1000383185325,Pepper
